Quels langages as-tu utilisés ?
C#;CSS;HTML;JavaScript;SQL;
Python;Bash / Shell;
C#;JavaScript;Python;
C#;CSS;Dart;HTML;JavaScript;SQL;TypeScript;TSQL;
C#;SQL;CSS;HTML;Python;TypeScript;
C#;CSS;HTML;JavaScript;Python;SQL;TypeScript;
C#;HTML;TypeScript;SQL;CSS;Mustache;TailwindCSS;
C#;HTML;JavaScript;SQL;
C#;Python;SQL;Bash / Shell;Adonix;
C#;
C#;TypeScript;HTML;CSS;JavaScript;
C#;HTML;JavaScript;SQL;
CSS;HTML;JavaScript;PHP;SQL;
C#;CSS;HTML;JavaScript;SQL;TypeScript;
C#;
CSS;HTML;JavaScript;TypeScript;SQL;
CSS;HTML;JavaScript;TypeScript;SQL;
C#;C++;Python;XAML;
Bash / Shell;HTML;PHP;SQL;JavaScript;Twig;
Dart;C#;
C#;CSS;HTML;TypeScript;SQL;Bash / Shell;
C#;CSS;HTML;Python;SQL;TypeScript;
Bash / Shell;C#;CSS;HTML;TypeScript;SQL;
C#;CSS;HTML;JavaScript;SQL;
C#;HTML;CSS;VBNet;
C#;
Aucun;
CSS;HTML;JavaScript;PHP;TypeScript;
C#;
C#;HTML;Python;SQL;TypeScript;
Python;C#;SQL;Bash / Shell;
C#;CSS;HTML;JavaScript;Python;SQL;TypeScript;Bash / Shell;
C#;CSS;HTML;JavaScript;SQL;TypeScript;
C#;XAML;XML;
