Quelles IA as-tu utilisées pendant ton stage ?
ChatGPT,Claude,Github Copilot,Gemini,
ChatGPT,Claude,
Gemini,Claude,ChatGPT,
ChatGPT,Claude,Github Copilot,
ChatGPT,Claude,
ChatGPT,
Github Copilot,
Github Copilot,ChatGPT,
ChatGPT,Github Copilot,
ChatGPT,
ChatGPT,Claude,Github Copilot,
ChatGPT,
ChatGPT,Github Copilot,
ChatGPT,
Aucun,
ChatGPT,
ChatGPT,Claude,
ChatGPT,Deepseek,Github Copilot,
Claude,
ChatGPT,
ChatGPT,
ChatGPT,Github Copilot,
ChatGPT,
ChatGPT,Gemini,
Claude,ChatGPT,Github Copilot,
Gemini,
ChatGPT,Claude,
Claude,ChatGPT,Github Copilot,
Aucun,
ChatGPT,Claude,Github Copilot,Interne
Gemini,
ChatGPT,
Gemini,Github Copilot,ChatGPT,Claude,
Aucun,
ChatGPT
Je n'ai pas utilisé d'IA
ChatGPT,Claude
