programmation,Odoo
programmation,React,.NET,
programmation,Angular,.NET,
programmation,Flutter,.NET,
programmation,.NET,
programmation,Angular,.NET,Tailwind CSS,
programmation,Node.js , Lit,
programmation,Next.js,React,Tailwind CSS,Vite, Storybook,
programmation,Je n'ai utilisé aucun framework,
programmation,Angular,Framework interne,Svelte, FastAPI,
programmation,React,Tailwind CSS,Express.js, Firebase,
programmation,Bootstrap,.NET,
programmation,Je n'ai utilisé aucun framework,
programmation,Angular,.NET,
programmation,.NET,Next.js,React,Tailwind CSS,Vue.js,
programmation,Framework interne,Unreal,
programmation,Windev ,
programmation,Laravel,React,Tailwind CSS,
programmation,JQuery,.NET,
programmation,Je n'ai utilisé aucun framework,
programmation,.NET,Framework interne,PlayWright, Autre
programmation,Angular,AngularJS,.NET,Nest.js,React,Next.js,
programmation,Flutter,Angular,.NET,
programmation,Framework interne,Wordpress,
programmation,.NET,React Native,React,
programmation,.NET,
programmation,Je n'ai utilisé aucun framework,
programmation,Next.js,lit,Vue.js,Tailwind CSS,Bootstrap,
programmation,Je n'ai utilisé aucun framework,
programmation,Odoo,
programmation,Framework interne,.NET,JQuery,
programmation,Flutter,.NET,
